mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0284,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Commusoft,Commusoft,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0285,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,BigChange,BigChange,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0286,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,ServiceM8,ServiceM8,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0287,CBE-JP-041,Gas service technician,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Tradify,Tradify,Jobs; appliances; service schedules; tests; defects; parts; certification,Job sheets; appliance records; test results; service records,Installation; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Jobs; appliances; service schedules; tests; defects; parts; certification; create/control Job sheets; appliance records; test results; service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0288,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Altus Group,ARGUS Enterprise,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0289,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,MRI Software,MRI Horizon,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0290,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Yardi,Yardi Voyager,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0291,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Re-Leased,Re-Leased,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0292,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Esri,Esri ArcGIS Pro,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0293,CBE-JP-042,General practice surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Microsoft,Microsoft Power BI,Property records; valuations; transactions; leases; development appraisal; client advice,Valuations; property records; instructions; reports,Acquisition; Development; Operations,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Property records; valuations; transactions; leases; development appraisal; client advice; create/control Valuations; property records; instructions; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0294,CBE-JP-043,Geospatial technician,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,Trimble,Trimble Business Center,Data capture; GIS layers; coordinate/reference management; mapping; exports,Spatial datasets; maps; metadata,Survey; Planning; Construction,https://geospatial.trimble.com/en/products/software/trimble-business-center,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Data capture; GIS layers; coordinate/reference management; mapping; exports; create/control Spatial datasets; maps; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
