employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F15.13-PROFESSIONAL,Performance Management Specialist,source-reconciled,JP-F15.13-PROFESSIONAL,reconciled-retain-employment-profile,Performance Management Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F03.02-PROFESSIONAL,Performance Reporting Specialist,source-reconciled,JP-F03.02-PROFESSIONAL,reconciled-retain-employment-profile,Performance Reporting Specialist,,,,F03,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F23.06-PROFESSIONAL,Permit-to-Work Coordinator,source-reconciled,JP-F23.06-PROFESSIONAL,reconciled-retain-employment-profile,Permit-to-Work Coordinator,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,5
EJOB-F24.09-PROFESSIONAL,Physical Security Manager,source-reconciled,JP-F24.09-PROFESSIONAL,reconciled-retain-employment-profile,Physical Security Manager,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-PIPE,Pipe Fitter,wave-archetype,,,,JOB-PIPE,56,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F07.04-PROFESSIONAL,Pipeline Manager,source-reconciled,JP-F07.04-PROFESSIONAL,reconciled-retain-employment-profile,Pipeline Manager,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-PDS,Planning and Development Surveyor,wave-archetype,JP-F22.02-PROFESSIONAL|JP-F22.04-PROFESSIONAL,,,JOB-PDS,57,"Surveying, Property & Land",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-PLAST,Plasterer,wave-archetype,,,,JOB-PLAST,58,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-PLUMB,Plumber,wave-archetype,,,,JOB-PLUMB,59,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F27.09-PROFESSIONAL,PMO Manager,source-reconciled,JP-F27.09-PROFESSIONAL,reconciled-retain-employment-profile,PMO Manager,,,,F27,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F02.06-PROFESSIONAL,Policy Governance Specialist,source-reconciled,JP-F02.06-PROFESSIONAL,reconciled-retain-employment-profile,Policy Governance Specialist,,,,F02,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F27.01-PROFESSIONAL,Portfolio Manager,source-reconciled,JP-F27.01-PROFESSIONAL,reconciled-retain-employment-profile,Portfolio Manager,,,,F27,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F27.10-PROFESSIONAL,Portfolio Resource Manager,source-reconciled,JP-F27.10-PROFESSIONAL,reconciled-retain-employment-profile,Portfolio Resource Manager,,,,F27,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F05.01-PROFESSIONAL,Portfolio Strategy Specialist,source-reconciled,JP-F05.01-PROFESSIONAL,reconciled-retain-employment-profile,Portfolio Strategy Specialist,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F15.06-PROFESSIONAL,Pre-Employment Screening Specialist,source-reconciled,JP-F15.06-PROFESSIONAL,reconciled-retain-employment-profile,Pre-Employment Screening Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F07.05-PROFESSIONAL,Pricing Specialist,source-reconciled,JP-F07.05-PROFESSIONAL,reconciled-retain-employment-profile,Pricing Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F21.09-PROFESSIONAL,Privacy Assurance Specialist,source-reconciled,JP-F21.09-PROFESSIONAL,reconciled-retain-employment-profile,Privacy Assurance Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F21.06-PROFESSIONAL,Privacy Incident Manager,source-reconciled,JP-F21.06-PROFESSIONAL,reconciled-retain-employment-profile,Privacy Incident Manager,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F21.01-PROFESSIONAL,Privacy Manager,source-reconciled,JP-F21.01-PROFESSIONAL,reconciled-retain-employment-profile,Privacy Manager,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F21.02-PROFESSIONAL,Privacy Operations Specialist,source-reconciled,JP-F21.02-PROFESSIONAL,reconciled-retain-employment-profile,Privacy Operations Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,1
EJOB-F21.03-PROFESSIONAL,Privacy Risk Specialist,source-reconciled,JP-F21.03-PROFESSIONAL,reconciled-retain-employment-profile,Privacy Risk Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F29.09-PROFESSIONAL,Process Compliance Specialist,source-reconciled,JP-F29.09-PROFESSIONAL,reconciled-retain-employment-profile,Process Compliance Specialist,,,,F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F11.05-PROFESSIONAL,Process Control Specialist,source-reconciled,JP-F11.05-PROFESSIONAL,reconciled-retain-employment-profile,Process Control Specialist,,,,F11,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F29.02-PROFESSIONAL,Process Governance Manager,source-reconciled,JP-F29.02-PROFESSIONAL,reconciled-retain-employment-profile,Process Governance Manager,,,,F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F29.05-PROFESSIONAL,Process Improvement Specialist,source-reconciled,JP-F29.05-PROFESSIONAL,reconciled-retain-employment-profile,Process Improvement Specialist,,,,F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F29.10-PROFESSIONAL,Process Performance Analyst,source-reconciled,JP-F29.10-PROFESSIONAL,reconciled-retain-employment-profile,Process Performance Analyst,,,,F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F09.13-PROFESSIONAL,Procurement Analyst,source-reconciled,JP-F09.13-PROFESSIONAL,reconciled-retain-employment-profile,Procurement Analyst,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F09.06-PROFESSIONAL,Procurement Contracts Manager,source-reconciled,JP-F09.06-PROFESSIONAL,reconciled-retain-and-compose,Procurement Contracts Manager,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-PROC,Procurement Manager,wave-archetype,JP-F09-FUNCTION-LEAD|JP-F09.01-PROFESSIONAL|JP-F09.06-PROFESSIONAL,,,JOB-PROC,,Procurement & Supplier Management,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
