job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F18.05-PROFESSIONAL,candidate,Vulnerability Management Specialist,JF-F18,professional,"Perform and continuously improve vulnerability management work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.05,FR-F18.05,,5,"Vulnerability Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.06-PROFESSIONAL,candidate,Security Patch Specialist,JF-F18,professional,"Perform and continuously improve patch security work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.06,FR-F18.06,,5,"Patch Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.07-PROFESSIONAL,candidate,SOC Analyst,JF-F18,professional,"Perform and continuously improve security monitoring work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.07,FR-F18.07,,4,"Security Monitoring plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.08-PROFESSIONAL,candidate,Cyber Incident Responder,JF-F18,professional,"Perform and continuously improve security incident response work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.08,FR-F18.08,,6,"Security Incident Response plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.09-PROFESSIONAL,candidate,Threat Intelligence Analyst,JF-F18,professional,"Perform and continuously improve threat intelligence work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.09,FR-F18.09,,4,"Threat Intelligence plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.10-PROFESSIONAL,candidate,Penetration Tester,JF-F18,professional,"Perform and continuously improve penetration testing work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.10,FR-F18.10,,5,"Penetration Testing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.11-PROFESSIONAL,candidate,Application Security Engineer,JF-F18,professional,"Perform and continuously improve application security work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.11,FR-F18.11,,5,"Application Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.12-PROFESSIONAL,candidate,Third-Party Security Risk Specialist,JF-F18,professional,"Perform and continuously improve third-party security work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.12,FR-F18.12,,4,"Third-party Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.13-PROFESSIONAL,candidate,Security Awareness Specialist,JF-F18,professional,"Perform and continuously improve security awareness work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.13,FR-F18.13,,3,"Security Awareness plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.14-PROFESSIONAL,candidate,Cryptography & PKI Specialist,JF-F18,professional,"Perform and continuously improve cryptography work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.14,FR-F18.14,,4,"Cryptography plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F18.15-PROFESSIONAL,candidate,Security Compliance Specialist,JF-F18,professional,"Perform and continuously improve security compliance work within Cybersecurity & Information Security, producing controlled, timely and decision-useful outcomes.",F18,F18.15,FR-F18.15,,4,"Security Compliance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F19-FUNCTION-LEAD,candidate,Head of Legal & Corporate Secretariat,JF-F19,head,"Provide accountable leadership for Legal & Corporate Secretariat, establishing direction, governance, resources, controls and performance expectations across the function.",F19,F19.01|F19.02|F19.03|F19.04|F19.05|F19.06|F19.07|F19.08|F19.09|F19.10|F19.11|F19.12,FR-F19.01|FR-F19.02|FR-F19.03|FR-F19.04|FR-F19.05|FR-F19.06|FR-F19.07|FR-F19.08|FR-F19.09|FR-F19.10|FR-F19.11|FR-F19.12,,51,"Legal & Corporate Secretariat strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F19.01-PROFESSIONAL,candidate,Legal Counsel,JF-F19,professional,"Perform and continuously improve legal advisory work within Legal & Corporate Secretariat, producing controlled, timely and decision-useful outcomes.",F19,F19.01,FR-F19.01,,3,"Legal Advisory plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F19.02-PROFESSIONAL,candidate,Commercial Contracts Counsel,JF-F19,professional,"Perform and continuously improve contract management work within Legal & Corporate Secretariat, producing controlled, timely and decision-useful outcomes.",F19,F19.02,FR-F19.02,,8,"Contract Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F19.03-PROFESSIONAL,candidate,Contract Administrator,JF-F19,professional,"Perform and continuously improve contract repository work within Legal & Corporate Secretariat, producing controlled, timely and decision-useful outcomes.",F19,F19.03,FR-F19.03,,4,"Contract Repository plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
